x1,x2,y1,y2,y3,year
-0.9111954166298112,0.33221727657773775,60,A,J,2010
-1.2442878513442277,0.781606073436364,90,A,J,2010
1.0136903474657484,1.337167536552145,77,A,J,2010
-0.23462108692271014,0.9222361601317425,52,A,J,2010
-1.053382807943086,-0.7022068661646228,94,A,K,2010
-0.32083991265817746,1.9009883725789463,16,A,J,2010
0.418057822385083,1.6889805049348232,36,A,J,2010
0.40500280543351647,1.5549306549435886,71,A,J,2010
0.31939748709946025,-0.4040760615266807,77,A,J,2010
-0.054022924081607145,-0.25959941874196063,12,A,K,2010
0.37414397250318954,-0.3996543255567701,54,A,J,2010
1.6355994462836276,-0.49081180589327766,81,A,K,2010
-0.5666414660261893,-0.4791041907160453,73,A,K,2010
-0.01262571649042589,0.20985311036512144,26,A,K,2010
0.4445033735943709,-1.5952910700772176,49,A,J,2010
-0.4255108999209454,-0.8411052377195303,88,A,K,2010
0.35175426960453726,-0.23896683746128344,78,A,K,2010
0.42608696620231346,0.07599160677014634,40,A,J,2010
0.6124733074333142,0.46941269359332233,50,A,K,2010
-0.6559287038796081,0.6246707823850051,47,A,J,2010
-1.1638824001863575,2.3629571317926743,89,A,J,2010
-1.3028591085294745,-0.1387342560821111,37,A,J,2010
-0.5393218509601377,-0.35680393114653247,7,A,J,2010
-0.5242234582168864,0.6753290031721133,17,A,J,2010
-1.829937669630684,0.4538154155356268,88,A,J,2010
0.9457138040607923,-0.801188323391377,95,A,K,2010
-0.21837926226098425,0.22492492077166606,78,A,K,2010
1.9036104675045586,-0.03779475487910099,69,A,J,2010
-0.528552423477519,-0.16240838330673477,62,A,J,2010
0.08528718612451822,0.7805365929492565,94,A,J,2010
0.4124301144570167,-0.46164512341073993,80,A,K,2010
1.1405910922481122,-0.08655671171553525,13,A,J,2010
0.13890709820022154,-1.1466565914585931,44,A,K,2010
0.09621737861885865,-0.7265591695172728,72,A,K,2010
0.6020565241427447,-0.7211644638394713,53,A,J,2010
-0.05780236936072716,0.2744285097856087,39,A,K,2010
-0.41067056496791354,0.6706255706571393,74,A,J,2010
0.7048980689941333,0.9190749507307785,59,A,J,2010
0.08559709330905715,-0.1657767152690467,45,A,K,2010
-0.6545245720214508,0.6275053058667172,74,A,K,2010
0.04152570851598569,-0.9247644616716812,29,A,J,2010
0.4013547286377903,0.48792907104423766,22,A,K,2010
-0.5397374551115344,1.1675088196392294,72,A,J,2010
-0.2620391987941573,-0.155037520421815,65,A,K,2010
-1.3167222632079352,0.7601140735710206,92,A,J,2010
-0.8008794754061456,-0.24201007740036912,83,A,K,2010
0.25412060237561257,-0.6243872714969848,54,A,J,2010
-0.5871247737289638,0.8187870880085649,20,A,J,2010
0.038396717369020894,2.073209835858345,80,A,J,2010
-0.4498634245985295,0.007766815376961517,96,A,J,2010
-0.9571207340109865,0.44654779925385224,54,A,J,2010
-1.13106448444332,0.46398869540409404,78,A,K,2010
-1.8784402499504922,2.300359252399906,74,A,K,2010
3.1679376472164553,0.8406693939357665,92,A,J,2010
-0.7173019831744124,0.47647824546087775,37,A,K,2010
-0.21491895780618064,-0.03491886805118868,7,A,J,2010
1.8402104878213872,0.3137209925667706,32,A,J,2010
-0.1291349024126407,1.900942767247549,41,A,K,2010
-2.0584126889720546,0.42924062101771676,31,A,J,2010
0.050072711986451184,-0.4808317736275322,50,A,J,2010
-1.740239133811842,-1.633752318345425,79,A,J,2010
0.5131207715307913,0.836178034119558,1,A,J,2010
-0.4246653788218879,-0.9124760979712235,88,A,J,2010
0.4194030281783629,0.8972476085289685,20,A,J,2010
1.7317008021097848,0.6690197798813456,81,A,J,2010
1.3258919241069642,0.7543311925854119,1,A,K,2010
-0.5522464672280398,0.19621180528306045,12,A,J,2010
0.4255518568186431,1.619622576417036,38,A,K,2010
2.208447320105807,0.8484588227113903,90,A,K,2010
1.087769103549095,-0.11394810238441198,47,A,K,2010
0.49388745883905394,-1.3456796533348943,46,A,K,2010
-1.108810688830829,-0.38304560797419396,32,A,J,2010
0.9357160410184615,1.6210052280254368,44,A,J,2010
0.4545190329089393,3.6156346942823516,14,A,J,2010
-0.09133944764903615,1.6272172914343463,66,A,J,2010
-0.3770897382398688,-0.19526096545249688,98,A,K,2010
-0.40487870384491137,0.7131479671715978,84,A,J,2010
1.228014705260002,-0.1885514781810646,4,A,K,2010
0.9134865554686826,0.7223048781003455,35,A,J,2010
0.24720946702286165,-0.15246863541340075,14,A,K,2010
-1.2997567080600154,0.2751729881608714,32,A,K,2010
0.9613577700514906,0.5143992880507676,85,A,J,2010
0.5202991289846298,-1.48320292241603,72,A,K,2010
1.1545513313509486,-0.2573696548097238,22,A,J,2010
0.4537940531029666,-1.3790575428815957,1,A,K,2010
0.13221629184391667,-0.06833101645405525,20,A,K,2010
-0.5259151724491195,-0.9427079756696045,22,A,K,2010
1.354511147569274,0.26602496689581223,20,A,K,2010
1.2829782250110204,0.8161708763614278,98,A,J,2010
1.5720382238218065,0.5697750817551376,32,A,K,2010
-1.0569969388582852,-0.7430277982466601,29,A,J,2010
0.42592823346224806,0.30276929111012774,79,A,K,2010
0.002217610962802799,0.6343374456006375,25,A,K,2010
0.7216852531313679,-0.30194700919274,100,A,K,2010
-1.9211930422548986,-0.8599143405697912,31,A,J,2010
-1.3031094090793196,1.6342286774794639,87,A,K,2010
0.6517998827294255,-0.14830059564242556,35,A,J,2010
0.9683989447292906,1.0354646910169099,40,A,K,2010
0.45969242806438887,-0.3410379178285559,76,A,K,2010
0.39559142097376393,-0.5894633801636768,100,A,K,2010
-1.558987246880941,0.27368871472174017,46,A,J,2010
0.15584688149266984,0.8978813623758923,12,A,J,2010
1.332182647856339,-0.19937034938853523,84,A,J,2010
-0.11485232717846253,0.20959346389553404,23,A,J,2010
0.44903547709964625,-0.22123743471826163,8,A,K,2010
1.0287564511514724,0.9697692400294486,81,A,J,2010
-1.6809572222165114,0.118024921523857,56,A,J,2010
0.34365561958325197,-1.7891729552693738,12,A,K,2010
-1.851176826389038,-0.6233314871691926,11,A,J,2010
-0.8056915164323158,0.625161527344503,82,A,J,2010
0.6014106055832288,-0.057934087309073415,34,A,K,2010
0.9367536050737987,0.3569527821590651,86,A,J,2010
1.5290890321440085,-0.3640566744475716,30,A,K,2010
-0.9628732371658124,1.5283562147170406,25,A,J,2010
-1.1179738439381117,0.08887358994751453,85,A,K,2010
1.3888568392977851,-0.1632740731219049,57,A,K,2010
-0.8335031014842987,-0.4343322236577839,62,A,J,2010
-0.8402890027491754,-1.5933632117400953,21,A,J,2010
